Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,100,mg/L,not reported,
Pyroxsulam,EFSA,2013,2217,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,89,mg/kg bw/day,organ weights,hepatotoxicity
Pyroxsulam,EFSA,2013,2217,Human health,subchronic,Dog,oral: unspecified,90,NOAEL,=,100,mg/kg bw/day,organ weights,hepatotoxicity
Pyroxsulam formulation (GF-1274),EFSA,2013,2217,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,390,mg/kg bw/day,mortality,systemic
Pyroxsulam formulation (GF-1274),EFSA,2013,2217,Ecotox (soil compartment),acute toxicity,Perennial ryegrass,Not reported,21,ER50,=,14.86,g/ha,other,
Pyroxsulam formulation (GF-1274),EFSA,2013,2217,Ecotox (soil compartment),acute toxicity,Sugar beet,Not reported,21,ER50,=,16.39,g/ha,other,
Pyrrole,EFSA CEF,2014,2441,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,3,mg/kg bw/day,no adverse effect observed at single/highest dose,
Pyrrole,EFSA CEF,2015,2600,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,3,mg/kg bw/day,no adverse effect observed at single/highest dose,
Pyrrole,EFSA CEF,2018,3044,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,3,mg/kg bw/day,no adverse effect observed at single/highest dose,
Pyrrolizidine alkaloids,EFSA CONTAM,2011,114,Human health,chronic/long term toxicity,Rat,oral: feed,728,BMDL10,=,70,µg/kg bw/day,histopathology neoplastic,hepatotoxicity
Pyrrolizidine alkaloids,EFSA CONTAM,2017,2980,Human health,chronic/long term toxicity,Rat,Not reported,,BMDL10,=,237,µg/kg bw/day,histopathology neoplastic,hepatotoxicity
Pyrroloquinoline quinone disodium salt,EFSA NDA,2017,3008,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,100,mg/kg bw/day,urinalysis,nephrotoxicity
Quartz sand,EFSA,2011,1296,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,2,g/kg bw,mortality,systemic
Quartz sand,EFSA,2011,1296,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,10,g/kg bw,mortality,systemic
Quartz sand formulation (Cervacol extra),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,500,mg/L,mortality,
Quartz sand formulation (Cervacol extra),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,>,500,mg/L,biomass,
Quartz sand formulation (Cervacol extra),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,500,mg/L,mortality,
Quartz sand formulation (Morsuvin),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,92.06,mg/L,mortality,
Quartz sand formulation (Morsuvin),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Guppy,Not reported,4,LC50,=,36.9,mg/L,mortality,
Quartz sand formulation (Morsuvin),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Scenedesmus subspicatus,Not reported,3,EC50,=,13.9,mg/L,biomass,
Quartz sand formulation (Wöbra),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,1000,mg/L,mortality,
Quartz sand formulation (Wöbra),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,100,mg/L,mortality,
Quartz sand formulation (Wöbra),EFSA,2011,1296,Ecotox (water compartment),acute toxicity,Scenedesmus subspicatus,Not reported,3,EC50,>,1000,mg/L,biomass,
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",EFSA,2009,1170,Animal (non-target species) health,chronic/long term toxicity,Rat,Not reported,,NOEL,=,3,mg/kg bw/day,not reported,not reported
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",EFSA,2009,1170,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,1000,mg/kg,mortality,
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",EFSA,2009,1170,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,=,0.32,mg/L,mortality,
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",EFSA,2009,1170,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.094,mg/L,mortality,
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",EFSA,2009,1170,Ecotox (water compartment),acute toxicity,Scenedesmus subspicatus,Not reported,3,EC50,=,0.25,mg/L,biomass,
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12",EFSA,2009,1170,Ecotox (water compartment),chronic/long term toxicity,Zebra fish,Not reported,34,NOEC,=,0.032,mg/L,reproduction,
"Quaternary alkyl-ammonium salts with typical alkyl chain lengths of C8, C10 and C12 formulation (M&ENNO-TER forte)",EFSA,2009,1170,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,<=,65,mg/kg bw/day,mortality,systemic
Quillaia extract,EFSA FAF,2019,3221,Human health,chronic/long term toxicity,Rat,oral: feed,730,NOAEL,=,1500,mg/kg bw/day,no adverse effect observed at single/highest dose,
Quinine hydrochloride,EFSA CEF,2015,2695,Human health,study with volunteers,Human,oral: unspecified,21,NOAEL,=,72,mg/person/day,ophthalmoscopic examination,systemic
Quinine monohydrochloride dihydrate,EFSA CEF,2015,2695,Human health,study with volunteers,Human,oral: unspecified,21,NOAEL,=,72,mg/person/day,ophthalmoscopic examination,systemic
Quinine sulphate,EFSA CEF,2015,2695,Human health,study with volunteers,Human,oral: unspecified,21,NOAEL,=,72,mg/person/day,ophthalmoscopic examination,systemic
Quinmerac,EFSA,2010,1207,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Quinmerac,EFSA,2010,1207,Animal (non-target species) health,acute toxicity,Mouse,oral: unspecified,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Quinmerac,EFSA,2010,1207,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Quinmerac,EFSA,2010,1207,Animal (non-target species) health,chronic/long term toxicity,Rabbit,Not reported,,NOEL,=,100,mg/kg bw/day,not reported,not reported
Quinmerac,EFSA,2010,1207,Animal (non-target species) health,reproduction toxicity,Japanese quail,Not reported,,NOEC,=,173,mg/kg bw/day,not reported,not reported
Quinmerac,EFSA,2010,1207,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,933,mg/kg bw/day,mortality,systemic
Quinmerac,EFSA,2010,1207,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,2,LD50,>,100,µg/piece,mortality,
Quinmerac,EFSA,2010,1207,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,1000,mg/kg,mortality,
Quinmerac,EFSA,2010,1207,Ecotox (soil compartment),not reported,Aphidius rhopalosiphi,Not reported,,LR50,>,500,g/ha,mortality,
Quinmerac,EFSA,2010,1207,Ecotox (soil compartment),not reported,Lettuce,Not reported,,ER50,=,50.5,g/ha,other,
Quinmerac,EFSA,2010,1207,Ecotox (water compartment),acute toxicity,Anabaena flosaquae,Not reported,3,EC50,>,100,mg/L,biomass,
Quinmerac,EFSA,2010,1207,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,100,mg/L,mortality,
Quinmerac,EFSA,2010,1207,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,86.8,mg/L,mortality,
Quinmerac,EFSA,2010,1207,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,7,EC50,=,96,mg/L,biomass,
Quinmerac,EFSA,2010,1207,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,100,mg/L,reproduction,
Quinmerac,EFSA,2010,1207,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,28,NOEC,=,3.16,mg/L,growth,
Quinmerac,EFSA,2010,1207,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,7.9,mg/kg bw/day,haematology,hemopoietic
Quinmerac,EFSA,2010,1207,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,30,mg/kg bw/day,development,teratogenic
Quinoclamine,EFSA,2007,1110,Animal (non-target species) health,acute toxicity,Bird,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Quinoclamine,EFSA,2007,1110,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,500,mg/kg bw/day,mortality,systemic
Quinoclamine,EFSA,2007,1110,Animal (non-target species) health,chronic/long term toxicity,Bird,Not reported,,NOAEL,=,36.2,mg/kg bw/day,not reported,not reported
Quinoclamine,EFSA,2007,1110,Animal (non-target species) health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,17.5,mg/kg bw/day,reproduction,reproductive
Quinoclamine,EFSA,2007,1110,Animal (non-target species) health,short-term toxicity,Bird,oral: feed,,LD50,=,394,mg/kg bw/day,mortality,systemic
Quinoclamine,EFSA,2007,1110,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,28,µg/piece,mortality,
Quinoclamine,EFSA,2007,1110,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,125,mg/kg,mortality,
Quinoclamine,EFSA,2007,1110,Ecotox (soil compartment),chronic/long term toxicity,Aphidius rhopalosiphi,Not reported,,dose level,=,3810,g/ha,mortality,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),acute toxicity,Common duckweed,Not reported,7,EC50,=,0.09,mg/L,growth,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,2.15,mg/L,mobility,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,0.063,mg/L,mortality,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),acute toxicity,Scenedesmus subspicatus,Not reported,3,EC50,=,0.022,mg/L,growth,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.0021,mg/L,reproduction,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,24,NOEC,=,0.063,mg/L,reproduction,
Quinoclamine,EFSA,2007,1110,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,21,NOEC,=,0.02,mg/L,behaviour,
Quinoclamine,EFSA,2007,1110,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,0.21,mg/kg bw/day,organ weights,nephrotoxicity
Quinoclamine,EFSA,2007,1110,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,5,mg/kg bw/day,body weight,systemic
Quinoclamine,EFSA,2007,1110,Human health,subchronic,Dog,oral: unspecified,90,NOAEL,=,3,mg/kg bw/day,not reported,nephrotoxicity
Quinoline Yellow,EFSA ANS,2009,393,Human health,chronic/long term toxicity,Rat,oral: feed,,NOAEL,=,50,mg/kg bw/day,neurology,neurotoxicity
Quinoline Yellow,EFSA ANS,2015,2629,Human health,chronic/long term toxicity,Rat,oral: feed,,NOAEL,=,50,mg/kg bw/day,neurology,neurotoxicity
Quinoline Yellow,EFSA FEEDAP,2013,2352,Human health,chronic/long term toxicity,Rat,oral: feed,,NOAEL,=,50,mg/kg bw/day,neurology,neurotoxicity
Quinolizidine alkaloids,EFSA CONTAM,2019,3321,Human health,acute toxicity,Human,oral: unspecified,,dose level,=,0.16,mg/kg bw,clinical signs,pulmonary and cardiac
Quinoxyfen,EFSA,2018,3022,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,>,0.034,mg/L,growth,
Quinoxyfen,EFSA,2018,3022,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,27,NOEC,=,0.128,mg/L,not reported,
Quinoxyfen,EFSA,2018,3022,Ecotox (water compartment),chronic/long term toxicity,Mysid shrimp,Not reported,28,NOEC,=,0.00152,mg/L,other,
Quinoxyfen,EFSA,2018,3022,Ecotox (water compartment),chronic/long term toxicity,Sheepshead minnow,Not reported,90,NOEC,=,0.00409,mg/L,development,
Quinoxyfen,EFSA,2018,3022,Ecotox (water compartment),chronic/long term toxicity,Swollen duckweed,Not reported,14,NOEC,=,0.149,mg/L,not reported,
Quizalofop,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,948,mg/kg,mortality,
Quizalofop,EFSA,2009,1168,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,,NOEC,>,50,mg/kg,not reported,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,57.7,mg/L,mobility,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,54.5,mg/L,biomass,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,100,mg/L,mortality,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.82,mg/L,reproduction,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Floating sweet-grass,Not reported,14,NOEC,=,0.094,mg/L,not reported,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,35.7,mg/L,not reported,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,28,NOEC,=,46.2,mg/L,growth,
Quizalofop,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Swollen duckweed,Not reported,14,NOEC,=,3.2,mg/L,not reported,
Quizalofop-P-ethyl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2000,mg/kg,mortality,systemic
Quizalofop-P-ethyl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,1182,mg/kg bw/day,mortality,systemic
Quizalofop-P-ethyl,EFSA,2009,1168,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEC,=,87.6,mg/kg bw/day,not reported,not reported
Quizalofop-P-ethyl,EFSA,2009,1168,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEC,=,58,mg/kg bw/day,not reported,not reported
Quizalofop-P-ethyl,EFSA,2009,1168,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,9.45,mg/kg bw/day,body weight,systemic
Quizalofop-P-ethyl,EFSA,2009,1168,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,1123,mg/kg bw/day,mortality,systemic
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,=,100,µg/piece,mortality,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,18.5,mg/kg,mortality,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Aphidius rhopalosiphi,Not reported,,LR50,=,48.5,g/ha,mortality,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Common oat,Not reported,,ER50,=,15.29,g/ha,other,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Common oat,Not reported,,ER50,=,59.29,g/ha,seedling emergence,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Maize,Not reported,,ER50,=,5.46,g/ha,other,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Maize,Not reported,,ER50,=,52.31,g/ha,seedling emergence,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Typhlodromus pyri,Not reported,,LR50,=,25,g/ha,mortality,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,=,0.21,mg/L,mortality,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.29,mg/L,mortality,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.021,mg/L,biomass,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.023,mg/L,reproduction,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,21,NOEC,=,0.044,mg/L,growth,
Quizalofop-P-ethyl,EFSA,2009,1168,Ecotox (water compartment),chronic/long term toxicity,Swollen duckweed,Not reported,7,EC50,=,0.098,mg/L,frond number,
Quizalofop-P-ethyl,EFSA,2009,1168,Human health,chronic/long term toxicity,Rat,oral: feed,730,NOAEL,=,0.9,mg/kg bw/day,organ weights,hepatotoxicity
Quizalofop-P-ethyl,EFSA,2009,1168,Human health,subchronic,Mouse,oral: feed,90,NOAEL,=,1.7,mg/kg bw/day,organ weights,hepatotoxicity
Quizalofop-P-ethyl formulation (Targa super),EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,2551,mg/kg bw/day,mortality,systemic
Quizalofop-P-ethyl formulation (Targa super),EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.024,mg/L,biomass,
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2150,mg/kg,mortality,systemic
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2150,mg/kg,mortality,systemic
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,1012,mg/kg bw/day,mortality,systemic
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEC,=,69.4,mg/kg bw/day,not reported,not reported
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEC,=,68.7,mg/kg bw/day,not reported,not reported
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,16.9,mg/kg bw/day,reproduction,reproductive
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,486.6,mg/kg bw/day,mortality,systemic
Quizalofop-P-tefuryl,EFSA,2009,1168,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,258.6,mg/kg bw/day,mortality,systemic
Quizalofop-P-tefuryl,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,100,µg/piece,mortality,
Quizalofop-P-tefuryl,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,=,16.8,µg/piece,mortality,
Quizalofop-P-tefuryl,EFSA,2009,1168,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,16.95,mg/kg,mortality,
Quizalofop-P-tefuryl,EFSA,2009,1168,Ecotox (soil compartment),not reported,Typhlodromus pyri,Not reported,,LR50,<,100,g/ha,mortality,
Quizalofop-P-tefuryl,EFSA,2009,1168,Human health,chronic/long term toxicity,Rat,oral: feed,730,NOAEL,=,1.3,mg/kg bw/day,not reported,hepatotoxicity
Quizalofop-P-tefuryl,EFSA,2009,1168,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,10,mg/kg bw/day,mortality,systemic
Quizalofop-P-tefuryl,EFSA,2009,1168,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,1.7,mg/kg bw/day,organ weights,hepatotoxicity
Quizalofop-P-tefuryl formulation (Panarex or Pantera),EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.21,mg/L,mortality,
Quizalofop-P-tefuryl formulation (Panarex or Pantera),EFSA,2009,1168,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.01,mg/L,biomass,
Quizalofop-ethyl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2000,mg/kg,mortality,systemic
Quizalofop-ethyl,EFSA,2009,1168,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2000,mg/kg,mortality,systemic
