Substance,Author,Year,OutputID,Genotoxicity
Neotame,EFSA AFC,2007,315,Negative
Neral,EFSA CEF,2013,2180,Negative
Nerolidol,EFSA CEF,2010,2041,Not determined
Nerolidol,EFSA CEF,2016,2737,Not determined
Nerolidol,EFSA FEEDAP,2012,2155,No data
Neryl acetate,EFSA CEF,2009,2027,Negative
Neryl acetate,EFSA FEEDAP,2016,2841,Not determined
Neryl butyrate,EFSA CEF,2009,2027,Negative
Neryl formate,EFSA CEF,2009,2027,Negative
Neryl formate,EFSA FEEDAP,2016,2841,Not determined
Neryl isobutyrate,EFSA CEF,2009,2027,Negative
Neryl isobutyrate,EFSA FEEDAP,2016,2841,Not determined
Neryl isovalerate,EFSA CEF,2009,2027,Negative
Neryl propionate,EFSA CEF,2009,2027,Negative
Neryl propionate,EFSA FEEDAP,2016,2841,Not determined
Nicarbazin,EFSA CONTAM,2008,96,Ambiguous
Nicarbazin,EFSA FEEDAP,2004,278,Ambiguous
Nicarbazin,EFSA FEEDAP,2010,209,Negative
Nicarbazin,EFSA FEEDAP,2010,215,Negative
Nicarbazin,EFSA FEEDAP,2017,3016,Negative
Nicarbazin,EFSA FEEDAP,2018,3073,Negative
Nickel (total),EFSA CONTAM,2015,2612,Positive
Nickel (total),EFSA CONTAM,2020,3764,Positive
Nickel (total),EFSA FEEDAP,2019,3170,No data
Nickel (total),EFSA NDA,2005,6,Positive
Nicosulfuron,EFSA,2008,1113,Negative
Nicosulfuron formulation (SL-950 4% SC),EFSA,2008,1113,No data
Nicotinamide,EFSA FEEDAP,2012,197,Negative
Nicotinamide,EFSA FEEDAP,2012,592,Negative
Nicotinamide,EFSA FEEDAP,2012,610,Negative
Nicotinamide,EFSA FEEDAP,2012,611,Negative
Nicotinamide,EFSA FEEDAP,2012,614,Negative
Nicotinamide,EFSA NDA,2014,3307,No data
Nicotinamide,SCF,2002,3393,No data
Nicotinamide riboside chloride,EFSA NDA,2019,3254,Negative
Nicotine,EFSA CONTAM,2009,138,Negative
Nicotine,EFSA CONTAM,2010,111,No data
Nicotinic acid,EFSA ANS,2008,562,No data
Nicotinic acid,EFSA ANS,2009,566,No data
Nicotinic acid,EFSA FEEDAP,2012,197,Negative
Nicotinic acid,EFSA FEEDAP,2012,592,Negative
Nicotinic acid,EFSA FEEDAP,2012,610,Negative
Nicotinic acid,EFSA FEEDAP,2012,611,Negative
Nicotinic acid,EFSA FEEDAP,2012,614,Negative
Nicotinic acid,EFSA NDA,2014,3307,No data
Nicotinic acid,SCF,2002,3393,No data
Nifursol,EFSA CONTAM,2015,2663,Ambiguous
Nilablend 200 G (lasalocid A sodium and nicarbazin),EFSA FEEDAP,2021,3955,Not determined
Nisin,EFSA AFC,2006,304,Negative
Nisin,EFSA AFC,2006,305,No data
Nitarsone,EFSA FEEDAP,2004,230,Not determined
Nitrate,EFSA ANS,2009,518,No data
Nitrate,EFSA ANS,2010,410,No data
Nitrate,EFSA CONTAM,2008,102,Negative
Nitrate,EFSA CONTAM,2009,119,No data
Nitrate,EFSA CONTAM,2010,112,No data
Nitrate,EFSA CONTAM,2020,3763,No data
Nitrite,EFSA ANS,2010,410,No data
Nitrite,EFSA ANS,2017,2956,Negative
Nitrite,EFSA CONTAM,2008,102,Negative
Nitrite,EFSA CONTAM,2009,108,Negative
Nitrofurantoin,EFSA CONTAM,2015,2663,Positive
Nitrofurazone,EFSA CONTAM,2015,2663,Not determined
Nitroso-pendimethalin,EFSA,2016,2791,Not determined
Nivalenol,EFSA CONTAM,2013,2337,Negative
Nivalenol,EFSA CONTAM,2017,2940,Negative
Nivalenol and Nivalenol-3-glucoside,EFSA CONTAM,2017,2940,Not applicable
Nivalenol-3-glucoside,EFSA CONTAM,2017,2940,No data
Non-(3Z)-enyl acetate,EFSA AFC,2004,2025,Negative
Non-(3Z)-enyl acetate,EFSA AFC,2008,2240,Negative
Non-(3Z)-enyl acetate,EFSA CEF,2011,2068,Negative
Non-(3Z)-enyl acetate,EFSA CEF,2011,2114,Negative
Non-(3Z)-enyl acetate,EFSA CEF,2013,2180,Negative
Non-(6Z)-enyl acetate,EFSA AFC,2004,2025,Negative
Non-(6Z)-enyl acetate,EFSA AFC,2008,2240,Negative
Non-(6Z)-enyl acetate,EFSA CEF,2011,2068,Negative
Non-(6Z)-enyl acetate,EFSA CEF,2011,2114,Negative
Non-(6Z)-enyl acetate,EFSA CEF,2013,2180,Negative
Non-1-en-3-ol,EFSA CEF,2012,2146,Ambiguous
Non-1-en-3-ol,EFSA CEF,2016,2850,Negative
Non-1-en-3-ol,EFSA CEF,2017,2914,Negative
Non-2(cis)-en-1-ol,EFSA CEF,2014,2498,Ambiguous
Non-2(cis)-en-1-ol,EFSA CEF,2018,3155,Negative
Non-2(cis)-en-1-ol,EFSA FAF,2020,3382,Negative
Non-2(trans)-en-1-ol,EFSA CEF,2014,2498,Ambiguous
Non-2(trans)-en-1-ol,EFSA CEF,2018,3155,Negative
Non-2(trans)-en-1-ol,EFSA FAF,2020,3382,Negative
Non-2-en-4-one,EFSA CEF,2012,2165,Ambiguous
Non-2-en-4-one,EFSA FAF,2019,3259,Negative
Non-2-enal,EFSA CEF,2014,2498,Negative
Non-2-enal,EFSA CEF,2018,3155,Negative
Non-2-enal,EFSA FAF,2020,3382,Negative
"Non-2-eno-1,4-lactone",EFSA CEF,2009,2022,Ambiguous
"Non-2-eno-1,4-lactone",EFSA CEF,2013,2328,Ambiguous
"Non-2-eno-1,4-lactone",EFSA FAF,2019,3219,Not determined
Non-2-enoic acid,EFSA CEF,2010,2048,Not determined
Non-2-enoic acid,EFSA FAF,2019,3267,Negative
Non-3-en-2-one,EFSA CEF,2012,2165,Ambiguous
Non-3-en-2-one,EFSA FAF,2019,3259,Negative
Non-3-enoic acid,EFSA AFC,2008,2240,Negative
Non-3-enoic acid,EFSA CEF,2011,2068,Negative
Non-3-enoic acid,EFSA CEF,2011,2114,Negative
Non-3-enoic acid,EFSA CEF,2013,2180,Negative
Non-6(cis)-enal,EFSA FEEDAP,2016,2864,Not determined
"Nona-2(trans),6(cis)-dienal",EFSA CEF,2014,2498,Ambiguous
"Nona-2(trans),6(cis)-dienal",EFSA CEF,2018,3155,Negative
"Nona-2(trans),6(cis)-dienal",EFSA FAF,2019,3258,Negative
"Nona-2(trans),6(trans)-dienal",EFSA CEF,2014,2498,Ambiguous
"Nona-2(trans),6(trans)-dienal",EFSA CEF,2018,3155,Negative
"Nona-2(trans),6(trans)-dienal",EFSA FAF,2019,3258,Negative
"Nona-2,4,6-trienal",EFSA CEF,2009,2290,Ambiguous
"Nona-2,4,6-trienal",EFSA CEF,2014,2484,Ambiguous
"Nona-2,4,6-trienal",EFSA CEF,2018,3045,Negative
"Nona-2,4,6-trienal",EFSA FAF,2019,3258,Negative
"Nona-2,4-dien-1-ol",EFSA CEF,2009,2290,Ambiguous
"Nona-2,4-dien-1-ol",EFSA CEF,2014,2484,Ambiguous
"Nona-2,4-dien-1-ol",EFSA CEF,2014,2498,Ambiguous
"Nona-2,4-dien-1-ol",EFSA CEF,2018,3045,Negative
"Nona-2,4-dien-1-ol",EFSA FAF,2019,3258,Negative
"Nona-2,4-dienal",EFSA CEF,2009,2290,Ambiguous
"Nona-2,4-dienal",EFSA CEF,2014,2484,Ambiguous
"Nona-2,4-dienal",EFSA CEF,2018,3045,Negative
"Nona-2,4-dienal",EFSA FAF,2019,3258,Negative
Nonan-2-one,EFSA FEEDAP,2015,2700,Ambiguous
Nonan-3-ol,EFSA AFC,2008,2255,Negative
Nonan-3-ol,EFSA CEF,2009,2006,Negative
Nonan-3-ol,EFSA CEF,2010,2069,Negative
Nonan-3-ol,EFSA CEF,2012,2143,Negative
Nonan-3-ol,EFSA CEF,2017,2914,Negative
Nonan-3-one,EFSA FEEDAP,2015,2700,Ambiguous
Nonan-3-yl acetate,EFSA AFC,2008,2250,Negative
Nonan-3-yl acetate,EFSA CEF,2012,2144,Not determined
Nonan-3-yl acetate,EFSA CEF,2013,2219,Not determined
Nonan-3-yl acetate,EFSA CEF,2017,2903,Negative
Nonan-4-one,EFSA AFC,2005,2060,Negative
Nonan-4-one,EFSA AFC,2008,2255,Negative
Nonan-4-one,EFSA CEF,2009,2006,Negative
Nonan-4-one,EFSA CEF,2010,2069,Negative
Nonan-4-one,EFSA CEF,2012,2143,Negative
Nonan-4-one,EFSA CEF,2017,2914,Negative
Nonanedioic acid,EFSA AFC,2005,2122,Negative
Nonanedioic acid,EFSA AFC,2009,2306,Negative
Nonanedioic acid,EFSA CEF,2011,2100,Not determined
Nonanedioic acid,EFSA CEF,2012,2125,Not determined
"Nonano-1,4-lactone",EFSA FEEDAP,2012,616,No data
"Nonano-1,5-lactone",EFSA FEEDAP,2012,616,No data
Nootkatone,EFSA CEF,2009,2292,Not determined
Nootkatone,EFSA CEF,2014,2485,Negative
Nootkatone,EFSA CEF,2014,2566,Negative
Nootkatone,EFSA CEF,2015,2694,Negative
Nootkatone,EFSA FEEDAP,2016,2822,Not determined
Nootkatone,EFSA FEEDAP,2020,3818,Negative
Norbixin,EFSA,2017,2992,No data
Novel chewing gum base (Rev-7),EFSA NDA,2011,2095,Negative
"O-Phthalic acid, n-pentyl benzyl ester",EFSA AFC,2004,352,No data
"O-methyl O-hydrogen O-(2,6-dichloro-4-methylphenyl) phosphorothioate",EFSA,2018,3024,Negative
OD Formulation,EFSA,2016,2874,No data
Oat lecithin,EFSA FAF,2020,3414,Negative
Ochratoxin A,EFSA CONTAM,2004,54,No data
Ochratoxin A,EFSA CONTAM,2006,56,Ambiguous
Ochratoxin A,EFSA CONTAM,2010,59,No data
Ochratoxin A,EFSA CONTAM,2020,3609,Positive
Ocimenol,EFSA AFC,2006,2232,Negative
Ocimenol,EFSA AFC,2009,2314,Not determined
Ocimenol,EFSA CEF,2011,2071,Negative
Oct-1-en-3-ol,EFSA CEF,2012,2146,Ambiguous
Oct-1-en-3-ol,EFSA CEF,2016,2850,Negative
Oct-1-en-3-ol,EFSA CEF,2017,2903,Negative
Oct-1-en-3-one,EFSA CEF,2012,2146,Ambiguous
Oct-1-en-3-one,EFSA CEF,2016,2850,Negative
Oct-1-en-3-one,EFSA CEF,2017,2903,Negative
Oct-1-en-3-yl acetate,EFSA CEF,2012,2146,Ambiguous
Oct-1-en-3-yl acetate,EFSA CEF,2016,2850,Negative
Oct-1-en-3-yl acetate,EFSA CEF,2017,2903,Negative
Oct-1-en-3-yl butyrate,EFSA CEF,2012,2146,Ambiguous
Oct-1-en-3-yl butyrate,EFSA CEF,2016,2850,Negative
Oct-1-en-3-yl butyrate,EFSA CEF,2017,2903,Negative
Oct-2(trans)-enyl butyrate,EFSA CEF,2014,2498,Ambiguous
Oct-2(trans)-enyl butyrate,EFSA CEF,2018,3155,Negative
Oct-2(trans)-enyl butyrate,EFSA FAF,2020,3382,Negative
Oct-2-en-1-ol,EFSA CEF,2014,2498,Ambiguous
Oct-2-en-1-ol,EFSA CEF,2018,3155,Negative
Oct-2-en-1-ol,EFSA FAF,2019,3267,Negative
Oct-2-en-4-ol,EFSA CEF,2012,2165,Ambiguous
Oct-2-en-4-ol,EFSA FAF,2019,3259,Negative
Oct-2-en-4-one,EFSA CEF,2012,2165,Ambiguous
Oct-2-en-4-one,EFSA FAF,2019,3259,Negative
Oct-2-enal,EFSA CEF,2014,2498,Ambiguous
Oct-2-enal,EFSA CEF,2018,3155,Negative
Oct-2-enal,EFSA FAF,2020,3382,Negative
Oct-2-enyl acetate,EFSA CEF,2014,2498,Ambiguous
Oct-2-enyl acetate,EFSA CEF,2018,3155,Negative
Oct-2-enyl acetate,EFSA FAF,2020,3382,Negative
Oct-3-en-1-ol,EFSA FEEDAP,2016,2864,Not determined
Oct-3-en-2-ol,EFSA CEF,2012,2165,Ambiguous
Oct-3-en-2-ol,EFSA FAF,2019,3259,Negative
Oct-3-en-2-one,EFSA CEF,2012,2165,Ambiguous
Oct-3-en-2-one,EFSA FAF,2019,3259,Negative
Oct-6-enal,EFSA AFC,2004,2025,Negative
Oct-6-enal,EFSA AFC,2008,2240,Negative
Oct-6-enal,EFSA CEF,2011,2068,Negative
Oct-6-enal,EFSA CEF,2011,2114,Negative
Oct-6-enal,EFSA CEF,2013,2180,Negative
"Octa-(3Z,5E)-dien-1-ol",EFSA AFC,2004,2025,Negative
"Octa-(3Z,5E)-dien-1-ol",EFSA AFC,2008,2240,Negative
"Octa-(3Z,5E)-dien-1-ol",EFSA CEF,2011,2068,Negative
"Octa-(3Z,5E)-dien-1-ol",EFSA CEF,2011,2114,Negative
"Octa-(3Z,5E)-dien-1-ol",EFSA CEF,2013,2180,Negative
"Octa-1,5-dien-3-ol",EFSA CEF,2011,2076,Negative
"Octa-1,5-dien-3-ol",EFSA CEF,2012,2143,Negative
"Octa-1,5-dien-3-ol",EFSA CEF,2017,2914,Negative
"Octa-1,5-dien-3-one",EFSA CEF,2011,2076,Negative
"Octa-1,5-dien-3-one",EFSA CEF,2012,2144,Not determined
"Octa-1,5-dien-3-one",EFSA CEF,2013,2219,Not determined
"Octa-1,5-dien-3-one",EFSA CEF,2017,2903,Negative
"Octa-2(trans),4(trans)-dienal",EFSA CEF,2009,2290,Ambiguous
"Octa-2(trans),4(trans)-dienal",EFSA CEF,2014,2484,Ambiguous
"Octa-2(trans),4(trans)-dienal",EFSA CEF,2018,3045,Negative
"Octa-2(trans),4(trans)-dienal",EFSA FAF,2019,3258,Negative
"Octa-2(trans),6(trans)-dienal",EFSA CEF,2014,2498,Ambiguous
"Octa-2(trans),6(trans)-dienal",EFSA CEF,2018,3155,Negative
"Octa-2(trans),6(trans)-dienal",EFSA FAF,2019,3258,Negative
Octadecan-1-ol,EFSA AFC,2008,2252,Not determined
Octahydrocoumarin,EFSA AFC,2008,2300,Not determined
Octahydrocoumarin,EFSA CEF,2009,2031,Not determined
Octahydrocoumarin,EFSA CEF,2011,2078,Negative
Octamethylcyclotetrasiloxane,EFSA CEF,2011,454,Negative
"Octan-2,3-dione",EFSA CEF,2011,2032,Not determined
"Octan-2,3-dione",EFSA CEF,2014,2778,Not determined
Octan-2-ol,EFSA FEEDAP,2015,2700,Ambiguous
Octan-2-one,EFSA FEEDAP,2015,2700,Ambiguous
Octan-3-ol,EFSA FEEDAP,2015,2700,Ambiguous
Octan-3-one,EFSA FEEDAP,2015,2700,Ambiguous
Octan-3-yl formate,EFSA AFC,2008,2255,Negative
Octan-3-yl formate,EFSA CEF,2009,2006,Negative
Octan-3-yl formate,EFSA CEF,2010,2069,Negative
Octan-3-yl formate,EFSA CEF,2012,2143,Negative
Octan-3-yl formate,EFSA CEF,2017,2914,Negative
"Octane-1,3-diol",EFSA AFC,2005,2122,Negative
"Octane-1,3-diol",EFSA AFC,2009,2306,Negative
"Octane-1,3-diol",EFSA CEF,2011,2100,Not determined
"Octane-1,3-diol",EFSA CEF,2012,2125,Not determined
"Octane-1,8-dithiol",EFSA AFC,2009,2318,Not determined
"Octane-1,8-dithiol",EFSA CEF,2010,2007,Not determined
"Octane-1,8-dithiol",EFSA CEF,2010,2056,Not determined
"Octane-1,8-dithiol",EFSA CEF,2011,2082,No data
"Octane-1,8-dithiol",EFSA CEF,2011,2121,No data
"Octane-4,5-dione",EFSA AFC,2005,2062,Negative
"Octane-4,5-dione",EFSA AFC,2008,2239,Not determined
"Octane-4,5-dione",EFSA CEF,2011,2032,Not determined
"Octane-4,5-dione",EFSA CEF,2014,2778,Not determined
"Octano-1,4-lactone",EFSA FEEDAP,2012,616,No data
"Octano-1,5-lactone",EFSA FEEDAP,2012,616,No data
Octyl 2-furoate,EFSA AFC,2009,2265,Not determined
Octyl 2-furoate,EFSA CEF,2011,2111,Not determined
Octyl gallate,EFSA ANS,2015,2697,Negative
Octyl hexanoate,EFSA AFC,2008,2252,Not determined
Octyl phenylacetate,EFSA AFC,2008,2253,Not determined
Octyl phenylacetate,EFSA CEF,2009,2010,Not determined
Oil Orange SS,EFSA AFC,2005,388,Positive
Okadaic acid,EFSA CONTAM,2008,124,Positive
Okadaic acid group toxins,EFSA CONTAM,2008,124,Not applicable
"Okadaic acid, acylated derivatives",EFSA CONTAM,2008,124,No data
Oleic acid,EFSA AFC,2003,344,No data
"Oleic acid, cobalt salt",EFSA AFC,2003,344,No data
Olive leaf dry extract from O. europaea L.,EFSA FEEDAP,2020,3490,Not determined
Omega-3 (n-3) polyunsaturated fatty acids,EFSA NDA,2012,583,No data
Omethoate,EFSA,2013,2363,Ambiguous
Omethoate,EFSA,2018,3123,Positive
Opium alkaloids,EFSA CONTAM,2011,113,Not applicable
Opium alkaloids,EFSA CONTAM,2018,3098,Not applicable
Orange II,EFSA AFC,2005,388,Ambiguous
"Organotin compounds (including TBT, DBT, TPT and DOT)",EFSA AFC,2005,336,Not applicable
"Organotin compounds (including TBT, DBT, TPT and DOT)",EFSA CONTAM,2004,63,Not applicable
"Organotin compounds (including TBT, DBT, TPT and DOT)",EFSA CONTAM,2005,66,No data
Organotin compounds (including n-octyltin compounds),EFSA AFC,2005,336,Not applicable
Origanum vulgare (oregano) extract,EFSA ANS,2010,405,No data
Orotic acid,EFSA ANS,2009,544,No data
Orotic acid salts,EFSA ANS,2009,544,No data
Orthosilicic acid-vanillin complex,EFSA ANS,2018,3013,Negative
Orthosulfamuron,EFSA,2014,2490,Negative
Oryzalin,EFSA,2010,1228,Negative
Oryzalin,EFSA,2013,2428,No data
Oryzalin formulation (Surflan EC 480 g/L),EFSA,2010,1228,No data
Oryzalin formulation (Surflan EC 480 g/L),EFSA,2013,2428,No data
Oryzalin impurity 10,EFSA,2013,2428,Not determined
Oryzalin impurity 11,EFSA,2013,2428,Not determined
Oryzalin impurity 12,EFSA,2013,2428,Not determined
Oryzalin impurity 2,EFSA,2013,2428,Not determined
Oryzalin impurity 6,EFSA,2013,2428,Not determined
Oryzalin impurity 7,EFSA,2013,2428,Not determined
Oryzalin impurity 9,EFSA,2013,2428,Not determined
Ostreocin-D,EFSA CONTAM,2009,132,No data
Otonecines,EFSA CONTAM,2007,100,Positive
Oxadiazon,EFSA,2010,1200,Negative
Oxalamide,EFSA,2006,1064,Negative
Oxamyl,EFSA,2005,1052,Negative
Oxamyl formulation (Oxamyl 10 GR),EFSA,2005,1052,No data
Oxasulfuron,EFSA,2017,2929,Negative
Oxathiapiprolin,EFSA,2016,2828,Negative
Oxetan-3-ol,EFSA,2017,2929,Negative
Oxidised soya bean oil interacted with mono- and diglycerides of fatty acids (E 479b),EFSA FAF,2018,3151,No data
Oxycarboxin,EFSA,2010,1252,No data
Oxydemeton-methyl,EFSA,2006,1094,Negative
Oxydemetonmethyl formulation (Metasystox 250 EC),EFSA,2006,1094,No data
Oxyfluorfen,EFSA,2010,1268,Negative
Oxyfluorfen,EFSA,2015,2681,No data
Oxyfluorfen formulation (GOAL 4F Herbicide 42.09%),EFSA,2010,1268,No data
"Oxygen absorber mixture (iron powder, iron oxides, sodium chloride, calcium hydroxide)",EFSA CEF,2013,2382,No data
"Oxygen absorber mixture (iron powder, polyethyleneglycol, disodium pyrophosphate, monosodium phosphate, sodium chloride)",EFSA CEF,2013,2331,No data
Oxygen absorber mixtures,EFSA CEF,2013,2208,No data
PAH2,EFSA CONTAM,2008,77,Positive
PAH4,EFSA CONTAM,2008,77,Positive
PAH8,EFSA CONTAM,2008,77,Positive
PCB-105,EFSA CONTAM,2011,83,No data
PCB-114,EFSA CONTAM,2011,83,No data
PCB-118,EFSA CONTAM,2011,83,No data
PCB-123,EFSA CONTAM,2011,83,No data
PCB-126,EFSA CONTAM,2011,83,No data
PCB-128,EFSA CONTAM,2005,68,No data
PCB-153,EFSA CONTAM,2005,68,Positive
PCB-156,EFSA CONTAM,2011,83,No data
PCB-157,EFSA CONTAM,2011,83,No data
PCB-167,EFSA CONTAM,2011,83,No data
PCB-169,EFSA CONTAM,2011,83,No data
PCB-189,EFSA CONTAM,2011,83,No data
PCB-28,EFSA CONTAM,2005,68,No data
PCB-77,EFSA CONTAM,2011,83,No data
PCB-81,EFSA CONTAM,2011,83,No data
Pacific ciguatoxin 1,EFSA CONTAM,2010,133,No data
Pacific ciguatoxin 2,EFSA CONTAM,2010,133,No data
Pacific ciguatoxin 3,EFSA CONTAM,2010,133,No data
Pacific ciguatoxin 3C,EFSA CONTAM,2010,133,No data
Pacific ciguatoxin 4A,EFSA CONTAM,2010,133,No data
Pacific ciguatoxin 4B,EFSA CONTAM,2010,133,No data
Paclobutrazol,EFSA,2010,1259,Negative
Palladium compounds,EFSA CEF,2012,472,Negative
Palladium metal,EFSA CEF,2014,2445,Negative
Palytoxin,EFSA CONTAM,2009,132,No data
Palytoxins,EFSA CONTAM,2009,132,Not applicable
Palytoxins (sum of PlTX and ostreocin-D),EFSA CONTAM,2009,132,No data
Panax ginseng dry extract,EFSA FEEDAP,2021,3963,No data
Panax notoginseng and Astragalus membranaceus extract,EFSA NDA,2020,3608,Negative
Pantethine,EFSA ANS,2008,555,Negative
Pantothenic acid,EFSA NDA,2014,3305,No data
Pantothenic acid,SCF,2002,3394,No data
Paprika extract,EFSA ANS,2015,2719,Negative
Paprika extract,EFSA FEEDAP,2006,258,Negative
Para Red,EFSA AFC,2005,388,Positive
Paraffin oil formulation (Para Sommer),EFSA,2009,1176,No data
Paraffin oil with carbon chain lengths C17-C31 (boiling point 280-460°C),EFSA,2009,1176,Negative
Paraffin oils formulation (Arb'hiver),EFSA,2009,1172,No data
Paraffin oils with carbon chain lengths C18-C30,EFSA,2009,1175,Negative
Paraffin oils with carbon chain lengths of C11-C25,EFSA,2009,1172,Negative
Paraffin oils with carbon chain lengths of C11-C30,EFSA,2009,1172,Negative
Paraffin oils with carbon chain lengths of C15-C30,EFSA,2009,1172,Negative
Paraffin wax,EFSA CONTAM,2012,2163,Negative
Paraquat,EFSA PPR,2012,775,No data
Parathion,EFSA PPR,2012,775,No data
Parathion-methyl,EFSA PPR,2012,775,No data
Paromomycin sulphate,EFSA FEEDAP,2009,208,Negative
Partially defatted chia seeds (S. hispanica L.) powders (Xia Powder 125),EFSA NDA,2019,3227,No data
Partially defatted chia seeds (S. hispanica L.) powders (Xia Powder 435),EFSA NDA,2019,3227,No data
Partially depolymerised guar gum,EFSA AFC,2007,296,No data
Patent Blue V (calcium salt),EFSA FEEDAP,2013,2192,Negative
Patent Blue V (sodium salt),EFSA FEEDAP,2013,2192,Negative
Pectenotoxin 1,EFSA CONTAM,2009,129,No data
Pectenotoxin 11,EFSA CONTAM,2009,129,No data
Pectenotoxin 2,EFSA CONTAM,2009,129,No data
Pectenotoxin 3,EFSA CONTAM,2009,129,No data
Pectenotoxin 4,EFSA CONTAM,2009,129,No data
Pectenotoxin 6,EFSA CONTAM,2009,129,No data
Pectenotoxins,EFSA CONTAM,2009,129,No data
Pectin,EFSA ANS,2017,2970,Negative
Penconazole,EFSA,2008,1141,Negative
Penconazole formulation (Topas 100 EC),EFSA,2008,1141,No data
Pencycuron,EFSA,2010,1248,Negative
Pendimethalin,EFSA,2016,2791,Negative
Penflufen,EFSA,2012,1342,Negative
Penflufen,EFSA,2016,2880,Negative
Penflufen metabolite (M01),EFSA,2016,2880,Negative
Penflufen metabolite (M02),EFSA,2016,2880,Negative
Penflufen preparation (BYF 14182 FS 050),EFSA,2012,1342,No data
Penoxsulam,EFSA,2009,1194,Negative
Penoxsulam formulation (DE 638),EFSA,2009,1194,No data
Penoxsulam formulation (GF-237),EFSA,2009,1194,No data
Pent-1-en-3-ol,EFSA CEF,2012,2146,Ambiguous
Pent-1-en-3-ol,EFSA CEF,2016,2850,Negative
Pent-1-en-3-ol,EFSA CEF,2017,2903,Negative
Pent-1-en-3-one,EFSA CEF,2012,2146,Ambiguous
Pent-1-en-3-one,EFSA CEF,2016,2850,Negative
Pent-1-en-3-one,EFSA CEF,2017,2903,Negative
Pent-2-en-1-ol,EFSA CEF,2014,2498,Ambiguous
Pent-2-en-1-ol,EFSA CEF,2018,3155,Negative
Pent-2-en-1-ol,EFSA FAF,2020,3382,Negative
Pent-2-enal,EFSA CEF,2014,2498,Ambiguous
Pent-2-enal,EFSA CEF,2018,3155,Negative
Pent-2-enal,EFSA FAF,2020,3382,Negative
Pent-2-enyl hexanoate,EFSA CEF,2014,2498,Ambiguous
Pent-2-enyl hexanoate,EFSA CEF,2018,3155,Negative
Pent-2-enyl hexanoate,EFSA FAF,2020,3382,Negative
Pent-3-en-2-one,EFSA CEF,2012,2165,Ambiguous
Pent-3-en-2-one,EFSA FAF,2019,3259,Negative
Pent-4-en-1-ol,EFSA AFC,2004,2025,Negative
Pent-4-en-1-ol,EFSA AFC,2008,2240,Negative
Pent-4-en-1-ol,EFSA CEF,2011,2068,Negative
Pent-4-en-1-ol,EFSA CEF,2011,2114,Negative
Pent-4-en-1-ol,EFSA CEF,2013,2180,Negative
Pent-4-enal,EFSA AFC,2004,2025,Negative
Pent-4-enal,EFSA AFC,2008,2240,Negative
Pent-4-enal,EFSA CEF,2011,2068,Negative
Pent-4-enal,EFSA CEF,2011,2114,Negative
Pent-4-enal,EFSA CEF,2013,2180,Negative
"Penta-2,4-dienal",EFSA CEF,2009,2290,Ambiguous
"Penta-2,4-dienal",EFSA CEF,2014,2484,Ambiguous
"Penta-2,4-dienal",EFSA CEF,2018,3045,Negative
"Penta-2,4-dienal",EFSA FAF,2019,3258,Negative
Pentadecan-1-ol,EFSA AFC,2008,2252,Not determined
Pentadecane,EFSA AFC,2008,2299,Not determined
Pentadecane,EFSA CEF,2010,2039,Not determined
Pentadecane,EFSA CEF,2011,2102,Not determined
Pentadecane,EFSA CEF,2015,2636,Not determined
"Pentadecano-1,14-lactone",EFSA AFC,2005,2122,Negative
"Pentadecano-1,14-lactone",EFSA AFC,2009,2306,Negative
"Pentadecano-1,14-lactone",EFSA CEF,2011,2100,Not determined
"Pentadecano-1,14-lactone",EFSA CEF,2012,2125,Not determined
"Pentadecano-1,15-lactone",EFSA FEEDAP,2012,616,No data
"Pentadecano-1,15-lactone",EFSA FEEDAP,2020,3818,Negative
Pentan-1-ol,EFSA FEEDAP,2013,2209,No data
"Pentan-2,3-dione",EFSA FEEDAP,2016,2887,Not determined
"Pentan-2,4-dione",EFSA AFC,2005,2062,Positive
Pentan-2-ol,EFSA FEEDAP,2015,2700,Ambiguous
Pentan-2-one,EFSA FEEDAP,2015,2700,Ambiguous
Pentan-3-ol,EFSA AFC,2005,2060,Negative
Pentan-3-ol,EFSA AFC,2008,2255,Negative
Pentan-3-ol,EFSA CEF,2009,2006,Negative
Pentan-3-ol,EFSA CEF,2010,2069,Negative
Pentan-3-ol,EFSA CEF,2012,2143,Negative
Pentan-3-ol,EFSA CEF,2017,2914,Negative
Pentan-3-one,EFSA AFC,2005,2060,Negative
Pentan-3-one,EFSA AFC,2008,2255,Negative
Pentan-3-one,EFSA CEF,2009,2006,Negative
Pentan-3-one,EFSA CEF,2010,2069,Negative
Pentan-3-one,EFSA CEF,2012,2143,Negative
Pentan-3-one,EFSA CEF,2017,2914,Negative
Pentane,EFSA CONTAM,2012,602,Negative
